cidade,uf,prazo_dias_uteis
JUNQUEIROPOLIS,SP,5
JUQUIA,SP,5
JUQUITIBA,SP,5
JURUCE,SP,5
LAGOA AZUL,SP,5
LAGOINHA,SP,5
LARANJAL PAULISTA,SP,5
LAVINIA,SP,5
LAVRINHAS,SP,5
LEME,SP,5
LENCOIS PAULISTA,SP,5
LIMEIRA,SP,5
LINDOIA,SP,5
LINS,SP,5
LORENA,SP,5
LOURDES,SP,5
LOUVEIRA,SP,5
LUCELIA,SP,5
LUCIANOPOLIS,SP,5
LUIS ANTONIO,SP,5
LUIZIANIA,SP,5
LUPERCIO,SP,5
LUTECIA,SP,5
MACATUBA,SP,5
MACAUBAL,SP,5
MACEDONIA,SP,5
MAGDA,SP,5
MAIRINQUE,SP,5
MAIRIPORA,SP,5
MANDURI,SP,5
MARABA PAULISTA,SP,5
MARACAI,SP,5
MARAPOAMA,SP,5
MARCONDESIA,SP,5
MARIAPOLIS,SP,5
MARILIA,SP,5
MARINOPOLIS,SP,5
MARTINOPOLIS,SP,5
MATAO,SP,5
MAUA,SP,5
MENDONCA,SP,5
MERIDIANO,SP,5
MESOPOLIS,SP,5
MIGUELOPOLIS,SP,5
MINEIROS DO TIETE,SP,5
MIRA ESTRELA,SP,5
MIRACATU,SP,5
MIRANDOPOLIS,SP,5
MIRANTE DO PARANAPANEMA,SP,5
MIRASSOL,SP,5
MIRASSOLANDIA,SP,5
MOCOCA,SP,5
MOGI DAS CRUZES,SP,5
MOGI GUACU,SP,5
MOGI MIRIM,SP,5
MOMBUCA,SP,5
MONCOES,SP,5
MONGAGUA,SP,5
MONTALVAO,SP,5
MONTE ALEGRE DO SUL,SP,5
MONTE ALTO,SP,5
MONTE APRAZIVEL,SP,5
MONTE AZUL PAULISTA,SP,5
MONTE CASTELO,SP,5
MONTE MOR,SP,5
MONTE VERDE PAULISTA,SP,5
MONTEIRO LOBATO,SP,5
MORRO AGUDO,SP,5
MORUNGABA,SP,5
MOTUCA,SP,5
MURUTINGA DO SUL,SP,5
NANTES,SP,5
NARANDIBA,SP,5
NATIVIDADE DA SERRA,SP,5
NAZARE PAULISTA,SP,5
NEVES PAULISTA,SP,5
NHANDEARA,SP,5
NIPOA,SP,5
NOVA ALIANCA,SP,5
NOVA CAMPINA,SP,5
NOVA CANAA PAULISTA,SP,5
NOVA CASTILHO,SP,5
NOVA EUROPA,SP,5
NOVA GRANADA,SP,5
NOVA GUATAPORANGA,SP,5
NOVA INDEPENDENCIA,SP,5
NOVA ITAPIREMA,SP,5
NOVA LUZITANIA,SP,5
NOVA ODESSA,SP,5
NOVA PATRIA,SP,5
NOVAIS,SP,5
NOVO HORIZONTE,SP,5
NUPORANGA,SP,5
OASIS,SP,5
OCAUCU,SP,5
OLEO,SP,5
OLIMPIA,SP,5
ONDA VERDE,SP,5
ORIENTE,SP,5
ORINDIUVA,SP,5
ORLANDIA,SP,5
OSASCO,SP,5
OSCAR BRESSANE,SP,5
OSVALDO CRUZ,SP,5
OURINHOS,SP,5
OURO VERDE,SP,5
OUROESTE,SP,5
PACAEMBU,SP,5
PADRE NOBREGA,SP,5
PALESTINA,SP,5
PALMARES PAULISTA,SP,5
PALMEIRA D OESTE,SP,5
PALMITAL,SP,5
PANORAMA,SP,5
PARAGUACU PAULISTA,SP,5
PARAIBUNA,SP,5
PARAISO,SP,5
PARANAPANEMA,SP,5
PARANAPUA,SP,5
PARAPUA,SP,5
PARDINHO,SP,5
PARIQUERA-ACU,SP,5
PARISI,SP,5
PATROCINIO PAULISTA,SP,5
PAULICEIA,SP,5
PAULINIA,SP,5
PAULISTANIA,SP,5
PAULO DE FARIA,SP,5
PEDERNEIRAS,SP,5
PEDRA BELA,SP,5
PEDRANOPOLIS,SP,5
PEDREGULHO,SP,5
PEDREIRA,SP,5
PEDRINHAS PAULISTA,SP,5
PEDRO BARROS,SP,5
PEDRO DE TOLEDO,SP,5
PENAPOLIS,SP,5
PEREIRA BARRETO,SP,5
PEREIRAS,SP,5
PERUIBE,SP,5
PIACATU,SP,5
PIEDADE,SP,5
PILAR DO SUL,SP,5
PINDAMONHANGABA,SP,5
PINDORAMA,SP,5
PINHALZINHO,SP,5
PIONEIROS,SP,5
PIQUEROBI,SP,5
PIQUETE,SP,5
PIRACAIA,SP,5
PIRACICABA,SP,5
PIRAJU,SP,5
PIRAJUI,SP,5
PIRANGI,SP,5
PIRAPORA DO BOM JESUS,SP,5
PIRAPOZINHO,SP,5
PIRASSUNUNGA,SP,5
PIRATININGA,SP,5
PITANGUEIRAS,SP,5
PLANALTO,SP,5
PLANALTO DO SUL,SP,5
PLATINA,SP,5
POA,SP,5
POLONI,SP,5
POMPEIA,SP,5
PONGAI,SP,5
PONTAL,SP,5
PONTALINDA,SP,5
PONTES GESTAL,SP,5
POPULINA,SP,5
PORANGABA,SP,5
PORTO FELIZ,SP,5
PORTO FERREIRA,SP,5
POTIM,SP,5
POTIRENDABA,SP,5
POTUNDUVA,SP,5
PRACINHA,SP,5
PRADOPOLIS,SP,5
PRAIA GRANDE,SP,5
PRATANIA,SP,5
PRESIDENTE ALVES,SP,5
PRESIDENTE BERNARDES,SP,5
PRESIDENTE EPITACIO,SP,5
PRESIDENTE PRUDENTE,SP,5
PRESIDENTE VENCESLAU,SP,5
PRIMAVERA,SP,5
PROMISSAO,SP,5
QUADRA,SP,5
QUATA,SP,5
QUEIROZ,SP,5
QUELUZ,SP,5
QUINTANA,SP,5
RAFARD,SP,5
RANCHARIA,SP,5
REDENCAO DA SERRA,SP,5
REGENTE FEIJO,SP,5
REGINOPOLIS,SP,5
REGISTRO,SP,5
RESTINGA,SP,5
RIBEIRA,SP,5
RIBEIRAO BONITO,SP,5
RIBEIRAO BRANCO,SP,5
RIBEIRAO CORRENTE,SP,5
RIBEIRAO DOS INDIOS,SP,5
RIBEIRAO GRANDE,SP,5
RIBEIRAO PIRES,SP,5
RIBEIRAO PRETO,SP,5
RIFAINA,SP,5
RINCAO,SP,5
RINOPOLIS,SP,5
RIO CLARO,SP,5
RIO DAS PEDRAS,SP,5
RIO GRANDE DA SERRA,SP,5
RIOLANDIA,SP,5
RIVERSUL,SP,5
ROSANA,SP,5
ROSEIRA,SP,5
RUBIACEA,SP,5
RUBIAO JUNIOR,SP,5
RUBINEIA,SP,5
SABINO,SP,5
SAGRES,SP,5
SALES,SP,5
SALES OLIVEIRA,SP,5
SALESOPOLIS,SP,5
SALMOURAO,SP,5
SALTINHO,SP,5
SALTO,SP,5
SALTO DE PIRAPORA,SP,5
SALTO GRANDE,SP,5
SANDOVALINA,SP,5
SANTA ADELIA,SP,5
SANTA ALBERTINA,SP,5
SANTA BARBARA D OESTE,SP,5
SANTA BRANCA,SP,5
SANTA CLARA D OESTE,SP,5
SANTA CRUZ DA CONCEICAO,SP,5
SANTA CRUZ DA ESPERANCA,SP,5
SANTA CRUZ DAS PALMEIRAS,SP,5
SANTA CRUZ DO RIO PARDO,SP,5
SANTA ERNESTINA,SP,5
SANTA FE DO SUL,SP,5
SANTA GERTRUDES,SP,5
SANTA ISABEL,SP,5
SANTA LUCIA,SP,5
SANTA MARIA DA SERRA,SP,5
SANTA MERCEDES,SP,5
SANTA RITA D OESTE,SP,5
SANTA RITA DO PASSA QUATRO,SP,5
SANTA ROSA DE VITERBO,SP,5
SANTA SALETE,SP,5
SANTANA DA PONTE PENSA,SP,5
SANTANA DE PARNAIBA,SP,5
SANTELMO,SP,5
SANTO ANASTACIO,SP,5
SANTO ANDRE,SP,5
SANTO ANTONIO DA ALEGRIA,SP,5
SANTO ANTONIO DE POSSE,SP,5
SANTO ANTONIO DO ARACANGUA,SP,5
SANTO ANTONIO DO JARDIM,SP,5
SANTO ANTONIO DO PINHAL,SP,5
SANTO EXPEDITO,SP,5
SANTOPOLIS DO AGUAPEI,SP,5
SANTOS,SP,5
SAO BENEDITO DA CACHOEIRINHA,SP,5
SAO BENEDITO DAS AREIAS,SP,5
SAO BENTO DO SAPUCAI,SP,5
SAO BERNARDO DO CAMPO,SP,5
SAO CAETANO DO SUL,SP,5
SAO CARLOS,SP,5
SAO FRANCISCO,SP,5
SAO FRANCISCO XAVIER,SP,5
SAO JOAO DA BOA VISTA,SP,5
SAO JOAO DAS DUAS PONTES,SP,5
SAO JOAO DE IRACEMA,SP,5
SAO JOAO DO PAU D ALHO,SP,5
SAO JOAQUIM DA BARRA,SP,5
SAO JOSE DA BELA VISTA,SP,5
SAO JOSE DAS LARANJEIRAS,SP,5
SAO JOSE DO BARREIRO,SP,5
SAO JOSE DO RIO PARDO,SP,5
SAO JOSE DO RIO PRETO,SP,5
SAO JOSE DOS CAMPOS,SP,5
SAO LOURENCO DA SERRA,SP,5
SAO LOURENCO DO TURVO,SP,5
SAO LUIZ DO PARAITINGA,SP,5
SAO MANUEL,SP,5
SAO MIGUEL ARCANJO,SP,5
SAO PAULO,SP,2
SAO PEDRO,SP,5
SAO PEDRO DO TURVO,SP,5
SAO ROQUE,SP,5
SAO SEBASTIAO,SP,5
SAO SEBASTIAO DA GRAMA,SP,5
SAO SIMAO,SP,5
SAO VICENTE,SP,5
SARAPUI,SP,5
SARUTAIA,SP,5
SEBASTIANOPOLIS DO SUL,SP,5
SERRA AZUL,SP,5
SERRA NEGRA,SP,5
SERRANA,SP,5
SERTAOZINHO,SP,5
SETE BARRAS,SP,5
SEVERINIA,SP,5
SILVEIRAS,SP,5
SIMONSEN,SP,5
SOCORRO,SP,5
SOROCABA,SP,5
SUD MENNUCCI,SP,5
SUMARE,SP,5
SUSSUI,SP,5
SUZANAPOLIS,SP,5
SUZANO,SP,5
TABAPUA,SP,5
TABATINGA,SP,5
TABOAO DA SERRA,SP,5
TACIBA,SP,5
TAGUAI,SP,5
TAIACU,SP,5
TAIUVA,SP,5
TALHADO,SP,5
TAMBAU,SP,5
TANABI,SP,5
TAPIRAI,SP,5
TAPIRATIBA,SP,5
TAQUARAL,SP,5
TAQUARITINGA,SP,5
TAQUARITUBA,SP,5
TAQUARIVAI,SP,5
TARABAI,SP,5
TARUMA,SP,5
TATUI,SP,5
TAUBATE,SP,5
TECAINDA,SP,5
TEJUPA,SP,5
TEODORO SAMPAIO,SP,5
TERRA ROXA,SP,5
TIETE,SP,5
TIMBURI,SP,5
TORRE DE PEDRA,SP,5
TORRINHA,SP,5
TRABIJU,SP,5
TREMEMBE,SP,5
TRES FRONTEIRAS,SP,5
TUIUTI,SP,5
TUPA,SP,5
TUPI PAULISTA,SP,5
TURIUBA,SP,5
TURMALINA,SP,5
UBARANA,SP,5
UBATUBA,SP,5
UBIRAJARA,SP,5
UCHOA,SP,5
UNIAO PAULISTA,SP,5
URANIA,SP,5
URU,SP,5
URUPES,SP,5
VALENTIM GENTIL,SP,5
VALINHOS,SP,5
VALPARAISO,SP,5
VANGLORIA,SP,5
VARGEM,SP,5
VARGEM GRANDE DO SUL,SP,5
VARGEM GRANDE PAULISTA,SP,5
VARPA,SP,5
VARZEA PAULISTA,SP,5
VERA CRUZ,SP,5
VINHEDO,SP,5
VIRADOURO,SP,5
VISTA ALEGRE DO ALTO,SP,5
VITORIA BRASIL,SP,5
VOTORANTIM,SP,5
VOTUPORANGA,SP,5
ZACARIAS,SP,5
